"variable","variable.label","model","model.label","treatment","full.treatment.name","Rhat"
"poc.percent","POC (%)","strip.plot.random","Strip and plot random effects","C","Seedling",1.00050683097261
"poc.percent","POC (%)","strip.plot.random","Strip and plot random effects","D","Acorn",1.00046961741364
"poc.percent","POC (%)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.00050622327274
"poc.percent","POC (%)","strip.plot.random","Strip and plot random effects","R","Reference",1.00010781061589
"g475mm",">= 4.75 mm","simple","Fixed effects only","A","Balled-and-burlapped",1.0008735827809
"g475mm",">= 4.75 mm","simple","Fixed effects only","B","Bareroot",1.00037076449215
"g475mm",">= 4.75 mm","simple","Fixed effects only","C","Seedling",1.00057810489702
"g475mm",">= 4.75 mm","simple","Fixed effects only","D","Acorn",1.00102300114002
"g475mm",">= 4.75 mm","simple","Fixed effects only","E","Seedbank",1.00078965947158
"g475mm",">= 4.75 mm","simple","Fixed effects only","R","Reference",1.00028690837137
"g475mm",">= 4.75 mm","plot.random","Plot random effects","A","Balled-and-burlapped",1.00068281562091
"g475mm",">= 4.75 mm","plot.random","Plot random effects","B","Bareroot",1.00083813233416
"g475mm",">= 4.75 mm","plot.random","Plot random effects","C","Seedling",1.00026461243146
"g475mm",">= 4.75 mm","plot.random","Plot random effects","D","Acorn",1.00050019978719
"g475mm",">= 4.75 mm","plot.random","Plot random effects","E","Seedbank",1.00099429165782
"g475mm",">= 4.75 mm","plot.random","Plot random effects","R","Reference",1.00010940780718
"g475mm",">= 4.75 mm","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00090555696067
"g475mm",">= 4.75 mm","strip.plot.random","Strip and plot random effects","B","Bareroot",1.0003037814477
"g475mm",">= 4.75 mm","strip.plot.random","Strip and plot random effects","C","Seedling",1.00061374787373
"g475mm",">= 4.75 mm","strip.plot.random","Strip and plot random effects","D","Acorn",1.00052901864642
"g475mm",">= 4.75 mm","strip.plot.random","Strip and plot random effects","E","Seedbank",1.0005312904967
"g475mm",">= 4.75 mm","strip.plot.random","Strip and plot random effects","R","Reference",1.00006636491147
"g2mm","2-4.75 mm","simple","Fixed effects only","A","Balled-and-burlapped",1.00070198940161
"g2mm","2-4.75 mm","simple","Fixed effects only","B","Bareroot",1.00050878380638
"g2mm","2-4.75 mm","simple","Fixed effects only","C","Seedling",1.00022740047638
"g2mm","2-4.75 mm","simple","Fixed effects only","D","Acorn",1.00082911740093
"g2mm","2-4.75 mm","simple","Fixed effects only","E","Seedbank",1.00059670488831
"g2mm","2-4.75 mm","simple","Fixed effects only","R","Reference",1.00014681133633
"g2mm","2-4.75 mm","plot.random","Plot random effects","A","Balled-and-burlapped",1.00061519865822
"g2mm","2-4.75 mm","plot.random","Plot random effects","B","Bareroot",1.00063675570366
"g2mm","2-4.75 mm","plot.random","Plot random effects","C","Seedling",1.00055330298694
"g2mm","2-4.75 mm","plot.random","Plot random effects","D","Acorn",1.00038923148604
"g2mm","2-4.75 mm","plot.random","Plot random effects","E","Seedbank",1.00107277777767
"g2mm","2-4.75 mm","plot.random","Plot random effects","R","Reference",1.00080054429694
"g2mm","2-4.75 mm","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00137076650511
"g2mm","2-4.75 mm","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00078977223698
"g2mm","2-4.75 mm","strip.plot.random","Strip and plot random effects","C","Seedling",1.00119149506576
"g2mm","2-4.75 mm","strip.plot.random","Strip and plot random effects","D","Acorn",1.00169270566045
"g2mm","2-4.75 mm","strip.plot.random","Strip and plot random effects","E","Seedbank",1.00053574444347
"g2mm","2-4.75 mm","strip.plot.random","Strip and plot random effects","R","Reference",1.00085870951232
"g250um","0.250-2 mm","simple","Fixed effects only","A","Balled-and-burlapped",1.00030586312237
"g250um","0.250-2 mm","simple","Fixed effects only","B","Bareroot",0.999984905748195
"g250um","0.250-2 mm","simple","Fixed effects only","C","Seedling",1.00006765292015
"g250um","0.250-2 mm","simple","Fixed effects only","D","Acorn",1.00057105218267
"g250um","0.250-2 mm","simple","Fixed effects only","E","Seedbank",1.00022479448346
"g250um","0.250-2 mm","simple","Fixed effects only","R","Reference",1.00040060813935
"g250um","0.250-2 mm","plot.random","Plot random effects","A","Balled-and-burlapped",1.00049380936742
"g250um","0.250-2 mm","plot.random","Plot random effects","B","Bareroot",1.00034129923909
"g250um","0.250-2 mm","plot.random","Plot random effects","C","Seedling",1.00032098775834
"g250um","0.250-2 mm","plot.random","Plot random effects","D","Acorn",1.00059527182109
"g250um","0.250-2 mm","plot.random","Plot random effects","E","Seedbank",1.00020372303915
"g250um","0.250-2 mm","plot.random","Plot random effects","R","Reference",1.00057125981349
"g250um","0.250-2 mm","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00048652891667
"g250um","0.250-2 mm","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00019241002433
"g250um","0.250-2 mm","strip.plot.random","Strip and plot random effects","C","Seedling",1.00057632551216
"g250um","0.250-2 mm","strip.plot.random","Strip and plot random effects","D","Acorn",1.00032344054975
"g250um","0.250-2 mm","strip.plot.random","Strip and plot random effects","E","Seedbank",1.00042198658838
"g250um","0.250-2 mm","strip.plot.random","Strip and plot random effects","R","Reference",1.00082106756341
"g53um","0.053-0.250 mm","simple","Fixed effects only","A","Balled-and-burlapped",1.0001395010791
"g53um","0.053-0.250 mm","simple","Fixed effects only","B","Bareroot",1.00001500826374
"g53um","0.053-0.250 mm","simple","Fixed effects only","C","Seedling",1.00006193857984
"g53um","0.053-0.250 mm","simple","Fixed effects only","D","Acorn",1.00024417901516
"g53um","0.053-0.250 mm","simple","Fixed effects only","E","Seedbank",1.00033374410102
"g53um","0.053-0.250 mm","simple","Fixed effects only","R","Reference",1.00017683322662
"g53um","0.053-0.250 mm","plot.random","Plot random effects","A","Balled-and-burlapped",1.00128943928439
"g53um","0.053-0.250 mm","plot.random","Plot random effects","B","Bareroot",1.00183602634662
"g53um","0.053-0.250 mm","plot.random","Plot random effects","C","Seedling",1.00118718168333
"g53um","0.053-0.250 mm","plot.random","Plot random effects","D","Acorn",1.00086003249881
"g53um","0.053-0.250 mm","plot.random","Plot random effects","E","Seedbank",1.00090319579652
"g53um","0.053-0.250 mm","plot.random","Plot random effects","R","Reference",1.00131091542096
"g53um","0.053-0.250 mm","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.0010481186059
"g53um","0.053-0.250 mm","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00105626955112
"g53um","0.053-0.250 mm","strip.plot.random","Strip and plot random effects","C","Seedling",1.0007136860573
"g53um","0.053-0.250 mm","strip.plot.random","Strip and plot random effects","D","Acorn",1.00106730851458
"g53um","0.053-0.250 mm","strip.plot.random","Strip and plot random effects","E","Seedbank",1.00030928474382
"g53um","0.053-0.250 mm","strip.plot.random","Strip and plot random effects","R","Reference",1.00101786778001
"l53um","<0.053 mm","simple","Fixed effects only","A","Balled-and-burlapped",1.00238160344555
"l53um","<0.053 mm","simple","Fixed effects only","B","Bareroot",1.00112483209516
"l53um","<0.053 mm","simple","Fixed effects only","C","Seedling",1.00169913175633
"l53um","<0.053 mm","simple","Fixed effects only","D","Acorn",1.00175356898475
"l53um","<0.053 mm","simple","Fixed effects only","E","Seedbank",1.00217000552828
"l53um","<0.053 mm","simple","Fixed effects only","R","Reference",1.00270792885903
"l53um","<0.053 mm","plot.random","Plot random effects","A","Balled-and-burlapped",1.00061231224105
"l53um","<0.053 mm","plot.random","Plot random effects","B","Bareroot",1.00061551482134
"l53um","<0.053 mm","plot.random","Plot random effects","C","Seedling",1.00053610483732
"l53um","<0.053 mm","plot.random","Plot random effects","D","Acorn",1.00032413380013
"l53um","<0.053 mm","plot.random","Plot random effects","E","Seedbank",1.00025644479793
"l53um","<0.053 mm","plot.random","Plot random effects","R","Reference",1.00033456210352
"l53um","<0.053 mm","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00173787000777
"l53um","<0.053 mm","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00137302463791
"l53um","<0.053 mm","strip.plot.random","Strip and plot random effects","C","Seedling",1.00075509024304
"l53um","<0.053 mm","strip.plot.random","Strip and plot random effects","D","Acorn",1.00117034670868
"l53um","<0.053 mm","strip.plot.random","Strip and plot random effects","E","Seedbank",1.00198288335871
"l53um","<0.053 mm","strip.plot.random","Strip and plot random effects","R","Reference",1.00134025730557
"mwd","Mean-weight diameter (mm)","simple","Fixed effects only","A","Balled-and-burlapped",1.00093303183204
"mwd","Mean-weight diameter (mm)","simple","Fixed effects only","B","Bareroot",1.00051423907162
"mwd","Mean-weight diameter (mm)","simple","Fixed effects only","C","Seedling",1.00009223898359
"mwd","Mean-weight diameter (mm)","simple","Fixed effects only","D","Acorn",1.00061720785418
"mwd","Mean-weight diameter (mm)","simple","Fixed effects only","E","Seedbank",1.00047400785007
"mwd","Mean-weight diameter (mm)","simple","Fixed effects only","R","Reference",1.00060138546648
"mwd","Mean-weight diameter (mm)","plot.random","Plot random effects","A","Balled-and-burlapped",1.00066255547675
"mwd","Mean-weight diameter (mm)","plot.random","Plot random effects","B","Bareroot",1.00111692818579
"mwd","Mean-weight diameter (mm)","plot.random","Plot random effects","C","Seedling",1.00075977178393
"mwd","Mean-weight diameter (mm)","plot.random","Plot random effects","D","Acorn",1.00040519888093
"mwd","Mean-weight diameter (mm)","plot.random","Plot random effects","E","Seedbank",1.00053213375909
"mwd","Mean-weight diameter (mm)","plot.random","Plot random effects","R","Reference",1.00089473370058
"mwd","Mean-weight diameter (mm)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00179082750368
"mwd","Mean-weight diameter (mm)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00173218383905
"mwd","Mean-weight diameter (mm)","strip.plot.random","Strip and plot random effects","C","Seedling",1.00114033649055
"mwd","Mean-weight diameter (mm)","strip.plot.random","Strip and plot random effects","D","Acorn",1.00088014933704
"mwd","Mean-weight diameter (mm)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.00072238458355
"mwd","Mean-weight diameter (mm)","strip.plot.random","Strip and plot random effects","R","Reference",1.00051925454422
"tic.percent","TIC (%)","simple","Fixed effects only","A","Balled-and-burlapped",1.00077620203693
"tic.percent","TIC (%)","simple","Fixed effects only","B","Bareroot",1.00144659427413
"tic.percent","TIC (%)","simple","Fixed effects only","C","Seedling",1.00228383850794
"tic.percent","TIC (%)","simple","Fixed effects only","D","Acorn",1.04276022358455
"tic.percent","TIC (%)","simple","Fixed effects only","E","Seedbank",1.01223852178227
"tic.percent","TIC (%)","simple","Fixed effects only","R","Reference",1.01312361594356
"tic.percent","TIC (%)","plot.random","Plot random effects","A","Balled-and-burlapped",1.01246567914787
"tic.percent","TIC (%)","plot.random","Plot random effects","B","Bareroot",1.0108472522591
"tic.percent","TIC (%)","plot.random","Plot random effects","C","Seedling",1.00818888008004
"tic.percent","TIC (%)","plot.random","Plot random effects","D","Acorn",1.20597759638404
"tic.percent","TIC (%)","plot.random","Plot random effects","E","Seedbank",1.02635174760687
"tic.percent","TIC (%)","plot.random","Plot random effects","R","Reference",1.02018695784739
"tic.percent","TIC (%)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00258502179
"tic.percent","TIC (%)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00252925326868
"tic.percent","TIC (%)","strip.plot.random","Strip and plot random effects","C","Seedling",1.00139842332117
"tic.percent","TIC (%)","strip.plot.random","Strip and plot random effects","D","Acorn",1.00528672668092
"tic.percent","TIC (%)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.00168874213237
"tic.percent","TIC (%)","strip.plot.random","Strip and plot random effects","R","Reference",1.00372794680043
"moc.percent","MAOC (%)","simple","Fixed effects only","A","Balled-and-burlapped",1.00043719823229
"moc.percent","MAOC (%)","simple","Fixed effects only","B","Bareroot",1.00052155730008
"moc.percent","MAOC (%)","simple","Fixed effects only","C","Seedling",1.00041440841261
"moc.percent","MAOC (%)","simple","Fixed effects only","D","Acorn",1.00112104853497
"moc.percent","MAOC (%)","simple","Fixed effects only","E","Seedbank",1.00032306641012
"moc.percent","MAOC (%)","simple","Fixed effects only","R","Reference",1.00044033536501
"moc.percent","MAOC (%)","plot.random","Plot random effects","A","Balled-and-burlapped",1.00103932543802
"moc.percent","MAOC (%)","plot.random","Plot random effects","B","Bareroot",1.00151809177558
"moc.percent","MAOC (%)","plot.random","Plot random effects","C","Seedling",1.00061223261452
"moc.percent","MAOC (%)","plot.random","Plot random effects","D","Acorn",1.00047122665713
"moc.percent","MAOC (%)","plot.random","Plot random effects","E","Seedbank",1.00121150425682
"moc.percent","MAOC (%)","plot.random","Plot random effects","R","Reference",1.00100028463561
"moc.percent","MAOC (%)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00121519725683
"moc.percent","MAOC (%)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00036888374868
"moc.percent","MAOC (%)","strip.plot.random","Strip and plot random effects","C","Seedling",1.0006259801732
"moc.percent","MAOC (%)","strip.plot.random","Strip and plot random effects","D","Acorn",1.00070282814494
"moc.percent","MAOC (%)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.00036498861861
"moc.percent","MAOC (%)","strip.plot.random","Strip and plot random effects","R","Reference",1.00081767307179
"poc.moc.ratio","POC:MAOC ratio","simple","Fixed effects only","A","Balled-and-burlapped",1.00036129605255
"poc.moc.ratio","POC:MAOC ratio","simple","Fixed effects only","B","Bareroot",1.00054146414128
"poc.moc.ratio","POC:MAOC ratio","simple","Fixed effects only","C","Seedling",1.00022461884374
"poc.moc.ratio","POC:MAOC ratio","simple","Fixed effects only","D","Acorn",1.00043498033614
"poc.moc.ratio","POC:MAOC ratio","simple","Fixed effects only","E","Seedbank",1.00020567600267
"poc.moc.ratio","POC:MAOC ratio","simple","Fixed effects only","R","Reference",1.00060711977443
"poc.moc.ratio","POC:MAOC ratio","plot.random","Plot random effects","A","Balled-and-burlapped",1.00226715307464
"poc.moc.ratio","POC:MAOC ratio","plot.random","Plot random effects","B","Bareroot",1.00121346870847
"poc.moc.ratio","POC:MAOC ratio","plot.random","Plot random effects","C","Seedling",1.0011807272039
"poc.moc.ratio","POC:MAOC ratio","plot.random","Plot random effects","D","Acorn",1.00172231335851
"poc.moc.ratio","POC:MAOC ratio","plot.random","Plot random effects","E","Seedbank",1.00070344956803
"poc.moc.ratio","POC:MAOC ratio","plot.random","Plot random effects","R","Reference",1.00123323512786
"poc.moc.ratio","POC:MAOC ratio","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00112216726664
"poc.moc.ratio","POC:MAOC ratio","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00125084114178
"poc.moc.ratio","POC:MAOC ratio","strip.plot.random","Strip and plot random effects","C","Seedling",1.00049170181272
"poc.moc.ratio","POC:MAOC ratio","strip.plot.random","Strip and plot random effects","D","Acorn",1.00045999503898
"poc.moc.ratio","POC:MAOC ratio","strip.plot.random","Strip and plot random effects","E","Seedbank",1.00084304230008
"poc.moc.ratio","POC:MAOC ratio","strip.plot.random","Strip and plot random effects","R","Reference",1.00090779541863
