"redo","year","plot","trt","trt.full","num","spp","genus","species","abC_ha1","abC_ha2","abC_ha3","bgC_ha1","bgC_ha2","bgC_ha3","bmC_ha1","bmC_ha2","bmC_ha3"
"N",2013,"R3","R","Reference",3,"Fralan","Fraxinus","lanceolata",25.8550513244135,24.3889999290449,33.0451546271359,4.84984681251177,5.00973706389018,6.78816250823257,30.7048981369253,29.3987369929351,39.8333171353685
"N",2013,"R3","R","Reference",3,"Ulmame","Ulmus","americana",0.55434383049175,0.599935589608418,0.612995668700811,0.107966420990635,0.128336671631899,0.131130450015777,0.662310251482385,0.728272261240317,0.744126118716588
"N",2022,"A2","A","Balled-and-burlapped",2,"Acesai","Acer","saccharinum",29.3726875267717,27.9675556739018,33.8555118804831,5.47645615442648,5.66538220435685,6.85810432500774,34.8491436811981,33.6329378782587,40.7136162054909
"N",2022,"A2","A","Balled-and-burlapped",2,"Betnig","Betula","nigra",6.39558748200521,6.2223539946371,9.72236696524731,1.2136793877394,1.30183748443646,2.03419610542294,7.60926686974461,7.52419147907356,11.7565630706703
"N",2022,"A2","A","Balled-and-burlapped",2,"Quebic","Quercus","bicolor",4.55405321609653,4.39993895214776,5.36383900036617,0.861703181405923,0.917239486786537,1.11818027145579,5.41575639750245,5.3171784389343,6.48201927182195
"N",2022,"A2","A","Balled-and-burlapped",2,"Quepal","Quercus","palustris",1.57384009526528,1.51607301389273,2.05571833414076,0.302103854527924,0.320882080915943,0.435099873681161,1.8759439497932,1.83695509480867,2.49081820782192
"N",2022,"B2","B","Bareroot",2,"Acesai","Acer","saccharinum",67.9286300595096,63.5396008922147,66.7315726334204,12.8930622958242,13.273257943875,13.9338453140519,80.8216923553338,76.8128588360896,80.6654179474723
"N",2022,"B2","B","Bareroot",2,"Fraxpen","Fraxinus","pennsylvanica",0.154024302024594,0.187654476756529,0.267900151943158,0.0320564768285499,0.0412472304466906,0.0588867200175857,0.186080778853144,0.22890170720322,0.326786871960744
"N",2022,"B2","B","Bareroot",2,"Popdel","Populus","deltoides",0.978236875563487,0.946876791666583,1.67365397178785,0.188481464567767,0.20102628522706,0.355324413551049,1.16671834013125,1.14790307689364,2.0289783853389
"N",2022,"B2","B","Bareroot",2,"Quebic","Quercus","bicolor",1.19836705056009,1.15063541538513,1.75575547722707,0.236334266675046,0.247622470399957,0.378022814180154,1.43470131723514,1.39825788578509,2.13377829140722
"N",2022,"B2","B","Bareroot",2,"Quepal","Quercus","palustris",0.216633649676908,0.207529360321161,0.343224584489172,0.043763190730025,0.045185926729071,0.074731213464653,0.260396840406933,0.252715287050232,0.417955797953825
"N",2022,"B3","B","Bareroot",3,"Acesai","Acer","saccharinum",81.4433749046059,76.2547994705625,80.7116032432968,15.4376798884292,15.9028249010622,16.8248040444743,96.8810547930351,92.1576243716247,97.5364072877711
"N",2022,"B3","B","Bareroot",3,"Fraxpen","Fraxinus","pennsylvanica",0.532055233991639,0.587381010015951,0.821850954362885,0.103784223929051,0.125770753973562,0.17597575069937,0.63583945792069,0.713151763989513,0.997826705062255
"N",2022,"B3","B","Bareroot",3,"Popdel","Populus","deltoides",1.64900767677038,1.62056458950642,2.66112816141651,0.31496520289738,0.341446689703724,0.56068940878794,1.96397287966776,1.96201127921014,3.22181757020445
"N",2022,"B3","B","Bareroot",3,"Quebic","Quercus","bicolor",1.72008713254215,1.65257937187209,2.46494299584132,0.336830471900378,0.354534403297721,0.528905982283011,2.05691760444252,2.00711377516981,2.99384897812433
"N",2022,"C1","C","Seedling",1,"Carill","Carya","illinoiensis",14.3662955951493,15.4093421976829,16.0140696306812,2.75599264026606,3.25013814648194,3.38176262303566,17.1222882354154,18.6594803441649,19.3958322537168
"N",2022,"C1","C","Seedling",1,"Fraxpen","Fraxinus","pennsylvanica",0.803495348539664,0.867952618992677,1.20904838184318,0.155379637442944,0.184777912491985,0.257393584868808,0.958874985982608,1.05273053148466,1.46644196671199
"N",2022,"C1","C","Seedling",1,"Moralb","Morus","alba",0.106294865303564,0.12100555968257,0.12356553336983,0.0219430467745683,0.0265417094158311,0.0271032214479863,0.128237912078132,0.147547269098401,0.150668754817816
"N",2022,"C1","C","Seedling",1,"Popdel","Populus","deltoides",42.1029436293826,45.4643736358928,47.2813455856335,7.83175166907017,9.1376571385138,9.50284124596446,49.9346952984528,54.6020307744066,56.784186831598
"N",2022,"C1","C","Seedling",1,"Quebic","Quercus","bicolor",1.75795289397961,1.69070202601455,2.42895534226609,0.341145329147924,0.360802379340417,0.518357048476485,2.09909822312754,2.05150440535496,2.94731239074258
"N",2022,"C3","C","Seedling",3,"Acesai","Acer","saccharinum",170.089273410355,161.104072152982,187.416362833507,31.8739534100268,32.9341055385295,38.2759863642626,201.963226820382,194.038177691511,225.692349197769
"N",2022,"C3","C","Seedling",3,"Carill","Carya","illinoiensis",24.4671088585582,27.1399833147367,26.6154820227514,4.65834684802509,5.68847834116897,5.58322809329244,29.1254557065833,32.8284616559057,32.1987101160439
"N",2022,"D1","D","Acorn",1,"Quebic","Quercus","bicolor",3.05625115818651,2.94953617290676,3.74222795665141,0.581001549085775,0.618391080994144,0.784584509489021,3.63725270727229,3.5679272539009,4.52681246614043
"N",2022,"D1","D","Acorn",1,"Quepal","Quercus","palustris",7.87296107623084,7.59240273443781,9.90912808718372,1.50357845152884,1.5979160799855,2.08646551005488,9.37653952775967,9.19031881442332,11.9955935972386
"N",2022,"D1","D","Acorn",1,"Salint","Salix","interior",0.490118215223937,0.451676368865559,0.41491469386564,0.0988720134729966,0.0982799956363778,0.0902786333384017,0.588990228696933,0.549956364501937,0.505193327204041
"N",2022,"D2","D","Acorn",2,"Acesai","Acer","saccharinum",29.5687521917888,28.1558328784973,34.0989580387087,5.51283389069785,5.70296382957909,6.90674380545868,35.0815860824867,33.8587967080764,41.0057018441674
"N",2022,"D2","D","Acorn",2,"Moralb","Morus","alba",0.574162909972143,0.623192578269481,0.666959968289393,0.112087291942068,0.133503660204808,0.142879745493716,0.686250201914212,0.756696238474288,0.809839713783109
"N",2022,"D2","D","Acorn",2,"Quepal","Quercus","palustris",23.0141412307394,22.190969711327,29.0776126973556,4.39555856019224,4.67357269769874,6.12505767382278,27.4096997909316,26.8645424090257,35.2026703711783
"N",2022,"D2","D","Acorn",2,"Salnig","Salix","nigra",10.4425232212366,10.8546887584952,12.5681977608946,1.95553092115506,2.22366182429397,2.57468658778502,12.3980541423917,13.0783505827891,15.1428843486796
"N",2022,"D3","D","Acorn",3,"Quepal","Quercus","palustris",9.53155265339016,9.2003632344062,11.6020892106625,1.8107714352727,1.92718955611635,2.43044440242522,11.3423240886629,11.1275527905226,14.0325336130877
"N",2022,"D3","D","Acorn",3,"Salnig","Salix","nigra",15.5594474256778,15.4900319491933,16.5632972457172,2.96728622523658,3.24212167463704,3.46265518253035,18.5267336509144,18.7321536238304,20.0259524282475
"N",2022,"E1","E","Seedbank",1,"Salnig","Salix","nigra",15.5536536746513,15.7472825242724,17.3385385591139,2.93510517570849,3.26873326642401,3.59861068154889,18.4887588503598,19.0160157906964,20.9371492406628
"N",2022,"E2","E","Seedbank",2,"Fraxpen","Fraxinus","pennsylvanica",12.5552166017079,12.1125679815016,16.4926964853899,2.36465671034031,2.50336862271302,3.40903402231028,14.9198733120482,14.6159366042146,19.9017305077002
"N",2022,"E3","E","Seedbank",3,"Acesai","Acer","saccharinum",21.0211078773236,19.7597280023584,21.5773788976065,3.9632652496091,4.09279132208335,4.4683215631459,24.9843731269327,23.8525193244418,26.0457004607524
"N",2022,"E3","E","Seedbank",3,"Salnig","Salix","nigra",2.52713464620456,2.47064411909939,2.54246944258318,0.484043449815986,0.521914490209108,0.537084625677001,3.01117809602054,2.9925586093085,3.07955406826018
"N",2022,"R1","R","Reference",1,"Acesai","Acer","saccharinum",136.104702043521,128.719638819561,147.681804880073,25.5086820710323,26.3820918755115,30.2582191284481,161.613384114553,155.101730695073,177.940024008522
"N",2022,"R1","R","Reference",1,"Celocc","Celtis","occidentalis",4.80573588608436,5.02517489725133,5.57921690242491,0.91682395676198,1.05690110897416,1.17331495624677,5.72255984284634,6.08207600622549,6.75253185867168
"N",2022,"R1","R","Reference",1,"Ulmame","Ulmus","americana",5.72072379117621,6.03157188220127,6.38228270850333,1.09651100363131,1.27380500285177,1.34762692422694,6.81723479480752,7.30537688505304,7.72990963273026
"N",2022,"R2","R","Reference",2,"Acesai","Acer","saccharinum",27.9030849691587,26.4029476733597,30.3954450906494,5.22442140233409,5.40648683758704,6.22390017635582,33.1275063714928,31.8094345109467,36.6193452670052
"N",2022,"R2","R","Reference",2,"Celocc","Celtis","occidentalis",9.05255045611259,9.32282332662565,10.5070647138269,1.71649523524655,1.94617484965982,2.19300274657486,10.7690456913591,11.2689981762855,12.7000674604017
"N",2022,"R2","R","Reference",2,"Gletria","Gleditsia","triacanthos",4.9202972500289,4.37570227404038,4.58671180730572,0.930315917159248,0.911282844216372,0.955227645664954,5.85061316718815,5.28698511825675,5.54193945297067
"N",2022,"R2","R","Reference",2,"Ulmame","Ulmus","americana",2.99235735130839,3.18482222519245,3.32762657147609,0.576054556682415,0.675679220489635,0.705973334797577,3.56841190799081,3.86050144568208,4.03359990627366
"N",2022,"R3","R","Reference",3,"Acesai","Acer","saccharinum",38.1560482954924,35.9187490168626,39.6944942322514,7.1814520112375,7.42108622632073,8.19871656948606,45.3375003067299,43.3398352431833,47.8932108017375
"Y",2022,"A1","A","Balled-and-burlapped",1,"Acesai","Acer","saccharinum",81.2110981411847,77.4895673096867,95.5730667964043,15.1368984308265,15.6403042504954,19.2780103491008,96.3479965720112,93.1298715601821,114.851077145505
"Y",2022,"A1","A","Balled-and-burlapped",1,"Plaocc","Platanus","occidentalis",6.32476707190423,6.42552432404848,6.98056021306365,1.19343881059623,1.33231296410191,1.44703766628354,7.51820588250046,7.75783728815039,8.4275978793472
"Y",2022,"A1","A","Balled-and-burlapped",1,"Quebic","Quercus","bicolor",2.20813206190378,2.12909668681079,2.79067917996512,0.421629468488105,0.448456862998188,0.587807608003072,2.62976153039189,2.57755354980898,3.3784867879682
"Y",2022,"A3","A","Balled-and-burlapped",3,"Acesai","Acer","saccharinum",174.726708925144,167.095136152251,209.768510620608,32.5205393028437,33.5948983528091,42.1545117382591,207.247248227988,200.69003450506,251.923022358867
"Y",2022,"A3","A","Balled-and-burlapped",3,"Quebic","Quercus","bicolor",10.0260057222087,9.68212456978985,12.0211710246566,1.90198222968434,2.0233378234359,2.51311245864843,11.9279879518931,11.7054623932258,14.5342834833051
"Y",2022,"B1","B","Bareroot",1,"Moralb","Morus","alba",0.0177222973575442,0.0212228753120251,0.0206179460955404,0.00412417682226389,0.00477327944486495,0.00463722360171496,0.0218464741798081,0.02599615475689,0.0252551696972554
"Y",2022,"B1","B","Bareroot",1,"Quebic","Quercus","bicolor",6.56407436424799,6.32215756054231,8.6299175984705,1.26227690424231,1.33919712121461,1.82862779917983,7.8263512684903,7.66135468175692,10.4585453976503
"Y",2022,"C2","C","Seedling",2,"Acesai","Acer","saccharinum",187.483719887929,176.32553936885,193.519012093283,35.3411608753679,36.4895623965343,40.0260696859212,222.824880763297,212.815101765384,233.545081779204
"Y",2022,"C2","C","Seedling",2,"Fraxpen","Fraxinus","pennsylvanica",0.30826097565918,0.36210201891737,0.513113619004299,0.062286261624863,0.0788245653062038,0.111699815949481,0.370547237284043,0.440926584223574,0.62481343495378
