"model","model.label","variable","variable.label","treatment","full.treatment.name","posterior.mean","posterior.se","5","95","25","75"
"strip.plot.random","Strip and plot random effects","total.ecosystem.carbon","Total ecosystem","E","Seedbank",4553260.67682713,17037615.7846647,-8968004.55971109,15194389.6648587,-412562.013634158,187985.297333631
"strip.plot.random","Strip and plot random effects","total.ecosystem.carbon","Total ecosystem","R","Reference",1585288.74855349,13289504.9393412,-25020611.5270456,10816545.1702656,-351539.309446454,252804.274429155
"simple","Fixed effects only","n.herb","Herbaceous layer richness","A","Balled-and-burlapped",0.182940324573936,0.114883134682749,0.0054515534370648,0.363684925998944,0.134302714266992,0.269089759575568
"simple","Fixed effects only","n.herb","Herbaceous layer richness","B","Bareroot",-0.317434474494318,0.205098805254088,-0.616723975720842,0.0191190933179154,-0.408519369326992,-0.178707583130727
"simple","Fixed effects only","n.herb","Herbaceous layer richness","C","Seedling",-0.0823932613760803,0.171209560139014,-0.360657356244746,0.182410646400816,-0.178004555372952,0.0222557767472063
"simple","Fixed effects only","n.herb","Herbaceous layer richness","D","Acorn",-0.16790848379426,0.180065690055976,-0.450592048202606,0.113958547519673,-0.267122706083515,-0.0583113502027437
"simple","Fixed effects only","n.herb","Herbaceous layer richness","E","Seedbank",-3.3047863048113,9.27639785110704,-3.83152036932472,-0.210194583301486,-1.24674315125957,-0.775892604213032
"simple","Fixed effects only","n.herb","Herbaceous layer richness","R","Reference",0.0170435181038332,0.165858800636189,-0.237925141807222,0.279730479641261,-0.076793109118868,0.117392624315636
"plot.random","Plot random effects","n.herb","Herbaceous layer richness","A","Balled-and-burlapped",0.175802173007192,0.136430187282065,-0.0369501947644197,0.391556179578934,0.108046170288508,0.267442584214905
"plot.random","Plot random effects","n.herb","Herbaceous layer richness","B","Bareroot",-0.319879007910519,0.236520263724571,-0.649600750532239,0.0531969535218722,-0.441636239346566,-0.183052194088182
"plot.random","Plot random effects","n.herb","Herbaceous layer richness","C","Seedling",-0.0792244807652128,0.199463810919872,-0.40871785655189,0.217797193746283,-0.196336953112125,0.0331927643163208
"plot.random","Plot random effects","n.herb","Herbaceous layer richness","D","Acorn",-0.163219399040651,0.205989037456285,-0.496541709906003,0.163549101469065,-0.263914910387339,-0.0251029887212015
"plot.random","Plot random effects","n.herb","Herbaceous layer richness","E","Seedbank",-3.39926049575179,8.50054189416773,-6.16171564527692,-0.0524499572001562,-1.25401969698838,-0.779070629590058
"plot.random","Plot random effects","n.herb","Herbaceous layer richness","R","Reference",0.0165932163469615,0.189609700420686,-0.289847166914819,0.325013611357697,-0.0902384637538377,0.13466962591229
"strip.plot.random","Strip and plot random effects","n.herb","Herbaceous layer richness","A","Balled-and-burlapped",-542.361500895594,1406.5641585894,-2499.37098905963,3.03756271011243,0.0460549854468157,0.321694067403179
"strip.plot.random","Strip and plot random effects","n.herb","Herbaceous layer richness","B","Bareroot",-4.68097649147184,1218.95005998327,-238.359756083899,2272.21830236283,-0.50687929692226,-0.0964111748215612
"strip.plot.random","Strip and plot random effects","n.herb","Herbaceous layer richness","C","Seedling",-1388.58755665835,3555.77272887463,-6594.97738051795,133.078343742178,-0.265954854937985,0.127040992672378
"strip.plot.random","Strip and plot random effects","n.herb","Herbaceous layer richness","D","Acorn",-811.937896832778,2750.48661352741,-5489.81390960212,1302.89660930065,-0.327895495175953,0.07774875857611
"strip.plot.random","Strip and plot random effects","n.herb","Herbaceous layer richness","E","Seedbank",-2772.79305037493,7086.73252828987,-17639.3928004077,482.341079308296,-1.35732964316587,-0.731045770031047
"strip.plot.random","Strip and plot random effects","n.herb","Herbaceous layer richness","R","Reference",-355.49655750828,1407.50942333655,-2798.46293272854,384.563051505576,-0.167423572106369,0.249523252950513
"simple","Fixed effects only","n.tree","Tree layer richness","A","Balled-and-burlapped",-10659785629.1095,20147855776.8545,-37173591795.8168,-6145.49276394195,-215692958.491506,-6145.49276394195
"simple","Fixed effects only","n.tree","Tree layer richness","B","Bareroot",-1516428592.4629,14506500377.6504,-32227321705.4773,10110209677.087,-128679505.833649,174910612.422632
"simple","Fixed effects only","n.tree","Tree layer richness","C","Seedling",2663470422.47313,11157509576.0209,-12011095763.236,19527371308.537,-203640027.463189,47744775.7481537
"simple","Fixed effects only","n.tree","Tree layer richness","D","Acorn",-11050715876.5158,42318189833.5516,-37394811537.6421,36790481161.6901,-82061032.335979,68206837.1894272
"simple","Fixed effects only","n.tree","Tree layer richness","E","Seedbank",-2439971772.66486,26049272094.548,-5344047226.83547,40440261586.9199,-204694207.658501,153135973.619225
"simple","Fixed effects only","n.tree","Tree layer richness","R","Reference",-4264274399.57307,19229789127.864,-24514262462.7956,18655450982.6178,-130285741.424243,95426137.4848544
"plot.random","Plot random effects","n.tree","Tree layer richness","A","Balled-and-burlapped",-598938790.087109,1086587716.36796,-1598735141.9917,-364.914564728264,-161911040.004972,-364.914564728264
"plot.random","Plot random effects","n.tree","Tree layer richness","B","Bareroot",-182998595.978942,781974355.233343,-1626717785.82927,485149807.255053,-97247324.7527178,89140779.5294743
"plot.random","Plot random effects","n.tree","Tree layer richness","C","Seedling",116207728.896027,796226194.103761,-961192410.39316,945568357.514812,-82463702.6592222,52559903.81742
"plot.random","Plot random effects","n.tree","Tree layer richness","D","Acorn",1031504.00510224,869081714.730128,-1156617436.58294,1206238305.03635,-120503756.604674,87490000.5436642
"plot.random","Plot random effects","n.tree","Tree layer richness","E","Seedbank",-225889503.704232,1208034411.00854,-770052270.897502,848569864.554973,-23902066.3585405,75459025.3210349
"plot.random","Plot random effects","n.tree","Tree layer richness","R","Reference",-379219807.658249,1707244360.95191,-1612475843.70733,896333675.276892,-93408367.792995,82214845.9327324
"strip.plot.random","Strip and plot random effects","n.tree","Tree layer richness","A","Balled-and-burlapped",-17307484.8675099,41609630.0486015,-44375752.9024167,-152.836789409455,-3977493.64080051,-152.836789409455
"strip.plot.random","Strip and plot random effects","n.tree","Tree layer richness","B","Bareroot",1911115.46303058,17209992.2586788,-19245408.1050461,18133445.7905775,-3730901.10578754,2380643.94745768
"strip.plot.random","Strip and plot random effects","n.tree","Tree layer richness","C","Seedling",-1711718.01871105,38840603.6085503,-50981034.7609508,24945813.583968,-5635648.89326517,1117736.89653654
"strip.plot.random","Strip and plot random effects","n.tree","Tree layer richness","D","Acorn",-5713088.56593186,20888260.3973044,-39940664.5809562,15087218.0655673,-5952550.01014036,1673482.18222898
"strip.plot.random","Strip and plot random effects","n.tree","Tree layer richness","E","Seedbank",-7723518.15208909,36741808.6904635,-46326326.2122499,23241712.5935823,-3074510.89947558,1936590.23954219
"strip.plot.random","Strip and plot random effects","n.tree","Tree layer richness","R","Reference",-10636568.1236009,42814110.3879301,-39538541.5523513,38273157.1094049,-3711939.42778404,2066555.13262615
"simple","Fixed effects only","n.total","Total richness","A","Balled-and-burlapped",0.163901862157177,0.138646277624833,-0.0205996793729799,0.373775788134641,0.107555333053358,0.24968819969331
"simple","Fixed effects only","n.total","Total richness","B","Bareroot",-0.252917876331401,0.748200739161645,-0.533947520885587,0.0996605720155205,-0.290202293156903,-0.0582986830997645
"simple","Fixed effects only","n.total","Total richness","C","Seedling",-0.0730955750453103,0.200388770549151,-0.365557044934274,0.236636074973758,-0.203399942202933,0.0142677278496652
"simple","Fixed effects only","n.total","Total richness","D","Acorn",-0.147659317984952,0.203719251516933,-0.46221921967769,0.150021983645904,-0.243014799389104,-0.0236528538865773
"simple","Fixed effects only","n.total","Total richness","E","Seedbank",-2.9224842754461,8.29927717476344,-3.80500632127975,-0.158178620539451,-1.17414959656757,-0.688489392308639
"simple","Fixed effects only","n.total","Total richness","R","Reference",-0.0532851948812049,0.193890470080435,-0.349553730795043,0.232025004799724,-0.149668543510102,0.0551642209079274
"plot.random","Plot random effects","n.total","Total richness","A","Balled-and-burlapped",-848204.144045431,2792620.5324036,-2225071.80823425,0.832556225450876,0.0784973990379789,0.303379607749915
"plot.random","Plot random effects","n.total","Total richness","B","Bareroot",-1063544.26351775,3774567.31845113,-4038144.22800749,876352.661422626,-0.364961101284641,-0.0160859222592193
"plot.random","Plot random effects","n.total","Total richness","C","Seedling",-179398.187774865,1990135.42406846,-2669439.79604109,738613.963368232,-0.233097187843559,0.0930552950802158
"plot.random","Plot random effects","n.total","Total richness","D","Acorn",-510506.434196971,1675586.71321686,-2825447.95752693,682763.5443584,-0.313621217635749,0.0255003374430921
"plot.random","Plot random effects","n.total","Total richness","E","Seedbank",-262411.311042264,1580529.20518539,-2077231.38850808,1323064.32939194,-1.2926505840412,-0.658094357635307
"plot.random","Plot random effects","n.total","Total richness","R","Reference",205490.752041762,2365294.8729951,-1399668.97313055,1396559.88571104,-0.23307597657141,0.096228044909594
"strip.plot.random","Strip and plot random effects","n.total","Total richness","A","Balled-and-burlapped",-13746526.0802969,33264761.0183255,-60928755.8781509,2.04234369353896,-0.162792606095895,0.495315943320125
"strip.plot.random","Strip and plot random effects","n.total","Total richness","B","Bareroot",5671022.64022975,20852724.1698285,-8999249.26180901,32894747.921401,-0.661949882091948,0.256963422037665
"strip.plot.random","Strip and plot random effects","n.total","Total richness","C","Seedling",5270599.81743351,15488530.8884355,-3733125.97466795,24160886.7166342,-0.532409399947768,0.366040057805951
"strip.plot.random","Strip and plot random effects","n.total","Total richness","D","Acorn",1448938.4127234,21094725.8089831,-19210202.5683246,34320786.7444928,-0.6631410751976,0.332188053001849
"strip.plot.random","Strip and plot random effects","n.total","Total richness","E","Seedbank",-12888545.1582421,42180035.2569534,-93989713.4727195,11322189.8168745,-3.36245959531067,0.00520697009068632
"strip.plot.random","Strip and plot random effects","n.total","Total richness","R","Reference",5962667.87882017,19345592.9230383,-8303396.80205959,36910159.4644429,-0.594521640738498,0.461984937790261
