"v","t","mean","sd","5","95","15","85","25","75"
"Sand (%)","Acorn",40.0174677135203,1.91647434438164,36.8759898640073,42.9809269534245,38.0177348742437,41.6427530914022,38.8202166289576,41.1592528335632
"Sand (%)","Seedbank",40.7821994308701,1.92889210429329,37.8134612921182,44.0974720671482,38.943102010949,42.6680099547079,39.4429552842463,41.8398928191414
"Sand (%)","Reference",45.254060229735,2.15256012686492,41.8630199333464,48.89478565971,42.8987701662377,47.1083731010811,43.9017620930478,46.5768090818028
"Silt (%)","Balled-and-burlapped",44.4687522717326,2.49759470715294,40.3083009941829,48.4090910524301,42.1337434907554,46.9972753026805,42.5661368586614,45.745509218549
"Silt (%)","Bareroot",42.6680416810799,2.3261717078805,38.7742950258655,46.3558606667778,40.3600820221292,45.0274195592145,40.9162472623317,43.8578458583196
"Silt (%)","Seedling",43.099913306381,2.36280901042012,39.2702222356963,46.9836480688871,40.7768218366743,45.3983031022432,41.344550688634,44.2916746281921
"Silt (%)","Acorn",42.4520490405571,2.34531680380741,38.5779059447964,46.0674684676974,40.1783433468349,44.8003130780659,40.7649126664348,43.6986726608304
"Silt (%)","Seedbank",41.3229657870144,2.25711920954734,37.7075231556526,44.9732841424667,38.8454179489592,43.2922886422899,39.9086993018367,42.7269824323518
"Silt (%)","Reference",37.8203230255183,2.13042310812793,34.5481024808575,41.293352382337,35.6849712851191,39.8276752127612,36.3747054457019,39.0673792207011
"Clay (%)","Balled-and-burlapped",17.2975199506652,0.916972274308801,15.8443815359532,18.8008477189807,16.3530669412112,18.149306674959,16.4953324695422,17.6552900894656
"Clay (%)","Bareroot",17.8917268786801,0.949952314993699,16.3392952844383,19.3983897540232,16.8885902409904,18.7308118469393,17.2401854175231,18.4251680769157
"Clay (%)","Seedling",16.5957535986455,0.907838435550288,15.1410115711839,18.0624565485736,15.6930911326208,17.4586488201435,15.9401368756523,17.0679708978679
"Clay (%)","Acorn",17.1049961695305,0.911248330393356,15.5311371962817,18.4580070031709,16.1653046982023,17.9311703765852,16.5258655115538,17.6574529949768
"Clay (%)","Seedbank",17.3005152899397,0.918401901612909,15.8451500070929,18.8171231330543,16.3685557201412,18.184137720759,16.7028399233348,17.8693786902565
"Clay (%)","Reference",16.0889614303798,0.864231150112007,14.7532597778177,17.5143134885962,15.2208935592636,16.8920628921202,15.5363487670031,16.605768919397
"NO3 (ppm)","Balled-and-burlapped",9.3234868085931,0.867278379666231,7.92397593051152,10.7028182141577,8.43126897299009,10.1501257166605,8.57354836026809,9.68012187197193
"NO3 (ppm)","Bareroot",7.38654350793995,0.669273157630684,6.29081159178187,8.46761249638905,6.69202883029826,8.01628494938739,6.8546900120822,7.68151728877456
"NO3 (ppm)","Seedling",7.89792378535486,0.733474028931872,6.70393113759771,9.07656930424909,7.17874869413242,8.59262512100464,7.35632208617815,8.25220214412778
"NO3 (ppm)","Acorn",10.5777378058794,0.952273768970045,8.99048316080406,12.1069914471748,9.57608832017421,11.4635231162673,9.96510102193739,11.1554379918754
"NO3 (ppm)","Seedbank",9.11563928538755,0.830119380649139,7.79524623842331,10.4677394193528,8.35200885436658,9.99384287923452,8.50811225487552,9.54631953579235
"NO3 (ppm)","Reference",9.71727220225404,0.891959536063303,8.31139189547941,11.1786766297529,8.76428018566532,10.5607583726249,8.92533258403432,10.0730948309767
"NH4 (ppm)","Balled-and-burlapped",1.11146442523214,0.0604010074043611,1.01296028469044,1.20892352981841,1.04565493259711,1.16973463905792,1.06631344273658,1.14727781491884
"NH4 (ppm)","Bareroot",1.08154855713285,0.0584510644831381,0.98409988184787,1.17612850781792,1.01606438566072,1.13376575516939,1.0359806011069,1.11062877494851
"NH4 (ppm)","Seedling",1.01529418786867,0.0551500642979196,0.923782447825708,1.10346631302846,0.957270109627608,1.06705436134515,0.976551606973849,1.04855226640836
"NH4 (ppm)","Acorn",1.08841064494176,0.0604537215776053,0.988967330132294,1.18283928128118,1.02494312050635,1.14756696535962,1.04821007479731,1.12574812975047
"NH4 (ppm)","Seedbank",1.00737610183271,0.0542263913155976,0.919396611531529,1.09770772470735,0.9495380449403,1.05808716737088,0.970388588370756,1.04025327677267
"NH4 (ppm)","Reference",1.06710749600004,0.0595261490440527,0.97399249458098,1.16466468186432,1.00802978604629,1.12518460875116,1.0202533908656,1.0961165442441
"P (ppm)","Balled-and-burlapped",110.93372707946,5.25973335340986,101.751038713306,118.97887219338,105.580877728167,115.905723562579,107.903437801754,114.46366458418
"P (ppm)","Bareroot",114.060753402554,5.27466084551147,105.345668360954,122.636038570202,109.044595627649,119.425283453085,109.771697612319,116.563143766796
"P (ppm)","Seedling",110.579998421947,5.02980960457677,102.428678078369,118.887769274153,105.447869491838,115.340858659659,106.956821191919,113.317060267219
"P (ppm)","Acorn",110.164011487554,5.1198750799157,101.637984936154,118.360485895212,104.990265124057,115.192141841666,106.822526092517,113.431613687555
"P (ppm)","Seedbank",106.23668547002,4.93529131625995,97.9012514851113,113.666432984128,100.994194274176,110.678127070786,102.981105819305,109.276736612733
"P (ppm)","Reference",81.1781506904462,3.71661371272117,75.3942440134071,87.4663311760837,77.3539724681914,84.684105935388,78.3691952767088,83.0788313839422
"K (ppm)","Balled-and-burlapped",61.2751052929684,5.6771089416096,51.7518124943495,70.2069743335394,54.9692784522985,66.1312997245828,57.5541046359463,64.7426742755566
"K (ppm)","Bareroot",63.024181897998,5.86151777698741,53.6644330668333,72.626789531495,56.2449610409447,68.0289211357909,58.5318737084126,66.1443685605668
"K (ppm)","Seedling",53.9611183277126,5.05966131300295,45.3125236967516,61.6403418024919,48.359682267669,58.4007922447865,50.2251780417404,56.8125615643225
"K (ppm)","Acorn",83.2791258103976,7.94213827174425,69.6713966561289,95.4033273355874,75.1528061066882,90.6124350263804,77.5291857335643,87.2625556980163
"K (ppm)","Seedbank",73.2160420898872,6.94231733091929,61.5588209284107,83.9252444496646,65.3451260851648,79.1073234805935,67.4986822575497,76.4241278276416
"K (ppm)","Reference",58.5035337971861,5.49848235896684,49.7762247601663,67.0375195259154,53.0869139139524,63.7963804241492,54.1883237124417,61.0354263587832
"Ca (ppm)","Balled-and-burlapped",6681.72636478225,311.741504159964,6203.56125963416,7198.47590579204,6340.82333678382,6962.86636671215,6434.60736639652,6831.92804150077
"Ca (ppm)","Bareroot",6411.77227233176,289.325751717592,5944.30027735206,6877.86458626146,6099.40804009886,6668.13375458702,6223.8881992143,6591.16828219593
"Ca (ppm)","Seedling",6358.5309777074,290.935481710523,5867.2804136288,6812.77430316535,6074.61142284747,6639.01045063446,6124.30281520777,6475.96754268145
"Ca (ppm)","Acorn",7072.50816285646,325.941755838701,6572.59192521631,7601.1855143957,6734.38993093073,7352.18261720056,6880.3678966341,7280.22831642849
"Ca (ppm)","Seedbank",6557.46237492878,291.415883435978,6075.42608286101,7015.51920153165,6264.53725609531,6834.65315775578,6322.8485330031,6689.87723777622
"Ca (ppm)","Reference",6001.16084210547,281.065015180276,5558.69419610456,6446.55206211089,5691.08106456197,6240.05454708763,5806.75110264383,6156.39527644186
"Mg (ppm)","Balled-and-burlapped",512.615845576941,28.7925034318341,469.852501333526,562.567894709325,485.134328466676,541.80698322349,489.876744928247,526.169875856529
"Mg (ppm)","Bareroot",553.661296568058,32.7367623393196,493.15317150725,598.403944570003,521.803259067339,588.360949054296,535.475864815834,577.62653030957
"Mg (ppm)","Seedling",541.029420305905,29.6640571665774,494.451871390078,589.653289055763,513.6965998448,571.993265952497,526.251070132351,563.528285603858
"Mg (ppm)","Acorn",547.808551017935,30.1427462043472,499.972860775557,597.227802000273,514.556990836001,574.857807263568,527.926895432524,566.224882671372
"Mg (ppm)","Seedbank",501.280016347925,29.0131367610427,448.68936841199,540.825306663678,473.421360962282,531.873786886278,483.657406610722,521.650966924137
"Mg (ppm)","Reference",665.104059683051,36.1849088778777,604.564351510201,721.374787532765,627.022746635368,699.602851124679,634.736415172166,680.774975096827
"K (meq)","Balled-and-burlapped",0.152759601134447,0.0177668339004052,0.126767415890051,0.183179717999967,0.134952793094464,0.169450928326072,0.137908722685958,0.159708221772549
"K (meq)","Bareroot",0.140355367330732,0.0160799401569504,0.115685353573749,0.166935905025633,0.123047570976004,0.154131700733051,0.126541844053696,0.147072849154686
"K (meq)","Seedling",0.111060267733584,0.0124874546725956,0.0904975733472736,0.130459917827988,0.0969177844879888,0.12161046619419,0.101264411990501,0.116981761321369
"K (meq)","Acorn",0.225956645419302,0.0258757195949921,0.183463940106798,0.267196952559057,0.200450440472438,0.250578698412353,0.210631684374159,0.243207025276888
"K (meq)","Seedbank",0.208186285273783,0.0236731818408158,0.171063620412274,0.246914231763925,0.180484235589427,0.227400103509699,0.190126004989079,0.220120260691032
"K (meq)","Reference",0.128266343502953,0.0147265012106137,0.103333956196823,0.151382846670607,0.111050165038598,0.139918349764394,0.115744252407199,0.134051631642687
"Ca (meq)","Balled-and-burlapped",33.3662076860521,1.46966671152658,30.9523268218728,35.7211330679663,31.7380309506676,34.6605646868958,32.3806906107064,34.2642582151574
"Ca (meq)","Bareroot",32.0326921217517,1.40594084088275,29.5766966619705,34.1829634881659,30.6962585654155,33.4429959608125,30.9403444008737,32.7227805524383
"Ca (meq)","Seedling",31.8057023899919,1.41392887405256,29.3144560920954,33.9377504134772,30.3983361903231,33.1694468409269,30.6918754526541,32.4440094128113
"Ca (meq)","Acorn",35.304180590508,1.56916005665786,32.7952142041027,37.8435205002849,33.8324457788746,36.9428371586418,34.2335814597099,36.1904682566552
"Ca (meq)","Seedbank",32.8323449189594,1.48514917573075,30.5054811203906,35.340572846301,31.1936976599617,34.12877179993,31.7809125829325,33.6603866738362
"Ca (meq)","Reference",30.0059208367967,1.36428649724921,27.8935024981105,32.2363460833844,28.5954260390965,31.2407638698702,29.1923233673778,30.8986031176382
"Mg (meq)","Balled-and-burlapped",4.28518092530541,0.231725707274638,3.90151587436747,4.6551508366542,4.04811023407433,4.51724079268985,4.12201517263115,4.4255721226307
"Mg (meq)","Bareroot",4.62677478130484,0.255452162313056,4.18651716757291,5.00897780505315,4.36288424770155,4.86863136322754,4.43658689440109,4.76689506580094
"Mg (meq)","Seedling",4.51649985915792,0.240731738250925,4.11400564491111,4.89695049467483,4.28837667267769,4.78026107566653,4.34441739470124,4.66276902646805
"Mg (meq)","Acorn",4.57337543672243,0.243062504228967,4.14859267947903,4.94455298368777,4.32557103703196,4.81692791752566,4.36580093774771,4.6865529959339
"Mg (meq)","Seedbank",4.21131179107188,0.224580861927523,3.8497921635619,4.572676785729,3.98356904865078,4.43819012285182,4.06777498547786,4.35985091667041
"Mg (meq)","Reference",5.55903616873726,0.291095812904963,5.06882716962243,6.01882563682943,5.26173680520485,5.85064647305152,5.3329905698439,5.72021941174161
"CEC (meq/100 g)","Balled-and-burlapped",37.8663331251441,1.48604123283219,35.4628155169819,40.2575070606079,36.2813123456804,39.2094620813826,36.8527041028611,38.7410049021853
"CEC (meq/100 g)","Bareroot",36.8571160428123,1.46511553945905,34.4493798999477,39.0379245229001,35.4488530096294,38.2862260098887,35.8415450666518,37.6716535832504
"CEC (meq/100 g)","Seedling",36.4192772854145,1.4100481909543,34.2281326248693,38.7843532016515,34.9452271560651,37.6980898965405,35.5375504746234,37.2835129659145
"CEC (meq/100 g)","Acorn",40.1563210946621,1.56022234904456,37.7559925935365,42.7168902101542,38.689382070839,41.7151093327434,39.0952430043158,41.036880932168
"CEC (meq/100 g)","Seedbank",37.2515567681303,1.43525500532161,35.1693476310472,39.8900411417229,35.761142442641,38.6343816869539,36.1755001148229,38.0382448603969
"CEC (meq/100 g)","Reference",35.8619081783043,1.38976227744234,33.5987007241083,38.059666421857,34.4575109130259,37.221271311085,35.0133703063726,36.8126632963546
"pH","Balled-and-burlapped",7.69271060269752,0.047824548444285,7.61168995709646,7.76834006569009,7.64089321877871,7.73806385051725,7.66175513803006,7.72444370426023
"pH","Bareroot",7.73893586131645,0.048620642364101,7.65477914638991,7.81505817448145,7.68670680365838,7.78579958010947,7.69979317259777,7.76420452579033
"pH","Seedling",7.65071349230522,0.0478230241187215,7.57218047660782,7.72839190367214,7.60524482475501,7.70272373244134,7.61984690125042,7.68248135286497
"pH","Acorn",7.63316758840656,0.0487728334663787,7.5533948242547,7.71121542480338,7.58109211519166,7.678860838191,7.60468030838395,7.66870819254457
"pH","Seedbank",7.60062077420151,0.0487079629790068,7.51961175118607,7.67925231649523,7.5494107042487,7.64735478112287,7.56998092625791,7.63274976368457
"pH","Reference",7.49627688391361,0.0468556926166922,7.42299420755243,7.57612850454665,7.44904255330245,7.5443761718229,7.46550149170196,7.52574423794763
"Floating POM","Balled-and-burlapped",0.13638625806964,0.0272598671472366,0.0892716622688226,0.175571629635108,0.104594095922892,0.158331210151312,0.114170518335,0.148380527483615
"Floating POM","Bareroot",0.245387511183969,0.0496025181124555,0.161210361565104,0.315841689578232,0.188027664895987,0.283504814590449,0.200439229432839,0.261603057107618
"Floating POM","Seedling",0.252907585757424,0.050582675043266,0.174979024319112,0.332292001750039,0.200940753460463,0.299191580512472,0.208623899239816,0.271597476853538
"Floating POM","Acorn",0.134432405831384,0.0269457546174907,0.091179683689895,0.174760961466233,0.103753107005769,0.154808846229146,0.112274538183803,0.145602762049953
"Floating POM","Seedbank",0.178729820435048,0.0369274062232602,0.120728968772408,0.237015017879083,0.138135640652901,0.208713835520264,0.147279347371532,0.192783944965003
"Floating POM","Reference",0.31726247566819,0.0821118490434579,0.183245192488172,0.444130796475205,0.223317026572908,0.379400018288996,0.241703414760882,0.344487258990013
">4.75 mm","Balled-and-burlapped",5.77175823909413,0.756247999117508,4.59867666676924,7.02765360294942,4.94316384658145,6.45251889526501,5.21653600463618,6.15746754979706
">4.75 mm","Bareroot",6.26167352528825,0.817836966816095,4.90077610313701,7.53112912650753,5.2429461409267,6.85822101584069,5.60869224510126,6.64741183369358
">4.75 mm","Seedling",5.81991919483031,0.776582104712571,4.58903875682508,7.06741992839366,4.97853455152608,6.51966882521457,5.16157920922556,6.18645720378385
">4.75 mm","Acorn",8.59837901342148,1.12271481092496,6.76098494233155,10.3266773511492,7.36275645500798,9.55548734874493,7.69110357458574,9.17808503453758
">4.75 mm","Seedbank",10.2089647845424,1.33599774810851,8.00973983853998,12.2416317483164,8.69693427147194,11.4162591552199,9.0626228954834,10.8108642866838
">4.75 mm","Reference",4.91490304148205,0.657874676897135,3.86878916556239,5.95551440417406,4.18545986062717,5.45710037024534,4.36710178052461,5.17393013701518
"2 - 4.75 mm","Balled-and-burlapped",22.9189674301486,1.94423589532995,19.7085375617433,25.9319298104286,20.7635266415567,24.6089259502144,21.4081121072539,23.8865662813094
"2 - 4.75 mm","Bareroot",24.1939729019788,2.05262652237806,20.8668321648886,27.3342015094119,22.0287390348563,25.988850539122,22.913978074973,25.479293702335
"2 - 4.75 mm","Seedling",26.0635597320164,2.23353664567013,22.6197839787469,29.7078678241774,23.7578813234756,28.0672922249363,24.475318965531,27.2025962912577
"2 - 4.75 mm","Acorn",25.7006560860101,2.22807757814853,22.1840579517317,29.4094461580149,23.1622736807746,27.4993981954481,23.9571093377056,26.7517694985084
"2 - 4.75 mm","Seedbank",25.8695077933036,2.20747511033392,22.4286446431332,29.5140942557636,23.4249225220975,27.7631588511056,24.3593125166531,27.1366664960695
"2 - 4.75 mm","Reference",24.690096522367,2.1888297695551,20.9197757688107,27.994356061666,22.3128315905641,26.6294040487148,23.1906880427521,25.911612327305
"250 μm - 2 mm","Balled-and-burlapped",51.3670797527289,1.66382870944623,48.8346767426525,54.2359541651216,49.4696054416882,52.7897925707357,50.1314847835399,52.3210067694445
"250 μm - 2 mm","Bareroot",50.3929937057564,1.57858422411141,47.7612379750512,52.9234986701999,48.6614020191093,51.8456092595178,49.3386845340863,51.4081874917727
"250 μm - 2 mm","Seedling",49.7749372558582,1.52039901076704,47.3338530829734,52.3250775021207,48.222517475008,51.2312987762645,48.6754087860875,50.6509987672886
"250 μm - 2 mm","Acorn",44.5775634870813,1.40588241463759,42.2471564888423,46.7830168619621,43.1031486729891,46.036149635327,43.6130077826904,45.4940546096379
"250 μm - 2 mm","Seedbank",42.6011806714532,1.33723285696322,40.5378071888918,44.9096929244076,41.1891573045141,43.9004798040694,41.5426267009062,43.3019231901522
"250 μm - 2 mm","Reference",48.0541018990771,1.49411118770446,45.5131297151931,50.4115718791086,46.516851718933,49.5093553902213,47.0988247979137,49.0217192301314
"53 - 250 μm","Balled-and-burlapped",8.11448336519171,1.05064703190943,6.40049517700605,9.69315880433055,7.08908203372286,9.13417943021365,7.34770666948408,8.66146917414837
"53 - 250 μm","Bareroot",7.82547744029255,0.992604449350807,6.15980646344414,9.30465077767288,6.72495920151182,8.66285512008895,7.008070817219,8.27354734796987
"53 - 250 μm","Seedling",7.40875996190903,0.99252742571719,5.75571548653982,8.95915898033813,6.32161907928022,8.18762083053006,6.73903512925676,7.91261767011148
"53 - 250 μm","Acorn",6.40710660453148,0.822314992708296,5.06233256740127,7.68047088767865,5.52875336468443,7.15158820619375,5.80583449174688,6.8315422870025
"53 - 250 μm","Seedbank",5.93812547641148,0.748579482579398,4.6422648379603,7.04229815083812,5.17537271499808,6.6234763385001,5.27924111294757,6.2146621233581
"53 - 250 μm","Reference",6.26247197858599,0.79100517250071,4.88389158876635,7.43587499386441,5.42701011430141,6.98135314834284,5.59821254714423,6.62058913227321
"<53 μm","Balled-and-burlapped",9.21258153141649,0.956386317758978,7.65610210254987,10.6966412502059,8.1936215378424,10.0907280800544,8.44048684786394,9.65681602968002
"<53 μm","Bareroot",9.88390158379879,0.997719159158594,8.22057362207257,11.4144990107386,8.87308014562127,10.8719001247394,9.19102064268264,10.4678116370749
"<53 μm","Seedling",9.09595139993292,0.939379967439231,7.63058100880651,10.6801255634518,8.05818214163596,9.89576601432282,8.42075919899085,9.60132385319207
"<53 μm","Acorn",12.2118129395309,1.26528011250533,10.3034520579315,14.3944395599575,10.8919805635585,13.3638592223065,11.2484325532179,12.8176200449698
"<53 μm","Seedbank",12.7906689556831,1.30041348605513,10.7445515157028,14.8667621107134,11.4748661379501,13.993640694903,11.8414559463839,13.4733005531989
"<53 μm","Reference",13.8187659249837,1.42949488455543,11.4744243641079,15.9682757820582,12.1672314372191,14.9814832769556,12.6401087249663,14.4504273763699
"Mean-weight diameter (mm)","Balled-and-burlapped",1.78137120678624,0.0899416568760346,1.63286162271296,1.92551655560404,1.68767032552643,1.86459776142958,1.72014393818696,1.83359381120357
"Mean-weight diameter (mm)","Bareroot",1.82166573506377,0.0934154271064486,1.66833157861014,1.9681196062491,1.72779507469496,1.91103785166318,1.76367724351761,1.88179913573811
"Mean-weight diameter (mm)","Seedling",1.85839094315695,0.0937787896653874,1.70916094100227,2.00999849299382,1.7610442770315,1.94788578645146,1.79209902464837,1.91023996886585
"Mean-weight diameter (mm)","Acorn",1.95399465935933,0.0970433468446138,1.79817645766629,2.11217468329326,1.84625981737358,2.03751855393337,1.89420935075373,2.01714202871577
"Mean-weight diameter (mm)","Seedbank",2.05518293004238,0.103659434051465,1.88166380537427,2.21703356936361,1.94652683122368,2.15109297259745,1.98919308646374,2.11756971935311
"Mean-weight diameter (mm)","Reference",1.71848029724339,0.0867059256400707,1.57537457959685,1.852401809225,1.63134703000679,1.80483409298459,1.65772979389053,1.76636272090248
